CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
14132,2,200,3586.03,5,5,5,555,15,Diamond,2,blue
14133,129,28,605.64,2,2,3,223,7,Silver,0,red
14135,1,134,4690.31,5,5,5,555,15,Diamond,2,blue
14138,1,47,982.38,5,3,4,534,12,Platinum,2,blue
14139,46,26,415.82,3,2,2,322,7,Silver,0,red
14140,3,66,935.05,5,4,4,544,13,Platinum,2,blue
14141,2,40,915.13,5,3,4,534,12,Platinum,2,blue
14142,373,22,311.81,1,2,2,122,5,Basic,1,green
14143,133,7,115.8,2,1,1,211,4,Basic,1,green
14145,46,11,3742.2,3,1,5,315,9,Gold,0,red
14146,8,210,4191,5,5,5,555,15,Diamond,2,blue
14147,78,5,483.4,2,1,3,213,6,Silver,1,green
14148,233,3,157.2,1,1,1,111,3,Basic,1,green
14149,220,28,446.62,1,2,2,122,5,Basic,1,green
14150,35,26,658.64,3,2,3,323,8,Silver,0,red
14152,75,49,621.29,2,3,3,233,8,Silver,0,red
14154,239,52,1345.62,1,3,4,134,8,Silver,0,red
14155,266,6,118.75,1,1,1,111,3,Basic,1,green
14157,19,48,432.88,4,3,2,432,9,Gold,0,red
14158,40,41,507.66,3,3,3,333,9,Gold,0,red
14159,19,1204,4693.01,4,5,5,455,14,Diamond,2,blue
14161,215,108,1110.52,1,4,4,144,9,Gold,0,red
14162,173,25,289.36,2,2,2,222,6,Silver,1,green
14163,87,52,2445.91,2,3,5,235,10,Gold,0,red
14164,70,29,1631.77,3,2,4,324,9,Gold,0,red
14165,275,25,122.54,1,2,1,121,4,Basic,1,green
14167,39,52,574.84,3,3,3,333,9,Gold,0,red
14171,98,58,363.79,2,3,2,232,7,Silver,0,red
14173,10,29,450.84,5,2,2,522,9,Gold,0,red
14174,33,26,134.46,3,2,1,321,6,Silver,1,green
14175,59,149,3222.3,3,5,5,355,13,Platinum,0,red
14176,297,31,576.9,1,3,3,133,7,Silver,1,green
14177,86,42,559.41,2,3,3,233,8,Silver,0,red
14178,8,327,1620.93,5,5,4,554,14,Diamond,2,blue
14179,40,165,719.78,3,5,3,353,11,Platinum,0,red
14180,10,240,4748.52,5,5,5,555,15,Diamond,2,blue
14184,66,24,452.89,3,2,2,322,7,Silver,0,red
14185,331,3,197.65,1,1,1,111,3,Basic,1,green
14188,30,65,2054.36,4,4,5,445,13,Platinum,0,red
14189,2,265,4654.08,5,5,5,555,15,Diamond,2,blue
14191,1,259,4684.76,5,5,5,555,15,Diamond,2,blue
14193,67,42,853.39,3,3,3,333,9,Gold,0,red
14194,4,579,11349.52,5,5,5,555,15,Diamond,2,blue
14195,201,7,1012,1,1,4,114,6,Silver,1,green
14196,106,6,335.52,2,1,2,212,5,Basic,1,green
14198,18,39,701.4,4,3,3,433,10,Gold,0,red
14199,218,2,185.4,1,1,1,111,3,Basic,1,green
14201,60,37,747.44,3,3,3,333,9,Gold,0,red
14204,2,44,161.03,5,3,1,531,9,Gold,0,red
14205,16,24,466.7,4,2,3,423,9,Gold,0,red
14206,239,20,328.16,1,2,2,122,5,Basic,1,green
14208,94,10,151.74,2,1,1,211,4,Basic,1,green
14209,10,87,2073.43,5,4,5,545,14,Diamond,2,blue
14210,105,102,1905.84,2,4,4,244,10,Gold,0,red
14211,53,112,2241.1,3,4,5,345,12,Platinum,0,red
14212,89,9,1070.48,2,1,4,214,7,Silver,1,green
14214,30,67,1004.38,4,4,4,444,12,Platinum,0,red
14215,11,108,1789.72,5,4,4,544,13,Platinum,2,blue
14216,3,59,1839.3,5,4,4,544,13,Platinum,2,blue
14217,1,100,2004.98,5,4,5,545,14,Diamond,2,blue
14218,42,12,169.48,3,1,1,311,5,Basic,1,green
14219,4,7,89.94,5,1,1,511,7,Silver,1,green
14220,247,21,632.4,1,2,3,123,6,Silver,1,green
14221,42,193,3432.8,3,5,5,355,13,Platinum,2,blue
14222,177,41,683.17,2,3,3,233,8,Silver,0,red
14223,92,60,991.13,2,4,4,244,10,Gold,0,red
14224,110,118,1050.12,2,4,4,244,10,Gold,0,red
14226,28,67,2232.19,4,4,5,445,13,Platinum,0,red
14227,26,175,3350.96,4,5,5,455,14,Diamond,2,blue
14229,51,40,1547.2,3,3,4,334,10,Gold,0,red
14231,183,50,925.71,1,3,4,134,8,Silver,0,red
14232,42,115,2048.07,3,4,5,345,12,Platinum,0,red
14233,49,35,1462.72,3,3,4,334,10,Gold,0,red
14234,22,159,775.46,4,5,3,453,12,Platinum,0,red
14235,75,79,3144.86,2,4,5,245,11,Platinum,0,red
14236,80,15,490.86,2,2,3,223,7,Silver,1,green
14237,373,9,161,1,1,1,111,3,Basic,1,green
14238,326,8,146.85,1,1,1,111,3,Basic,1,green
14239,43,112,2380.85,3,4,5,345,12,Platinum,0,red
14240,30,42,890.34,4,3,3,433,10,Gold,0,red
14241,183,10,213.7,1,1,1,111,3,Basic,1,green
14242,234,16,280.55,1,2,2,122,5,Basic,1,green
14243,8,141,2588.77,5,5,5,555,15,Diamond,2,blue
14245,219,108,1693.45,1,4,4,144,9,Gold,0,red
14246,110,75,1474.06,2,4,4,244,10,Gold,0,red
14247,278,20,136.77,1,2,1,121,4,Basic,1,green
14248,318,8,302.58,1,1,2,112,4,Basic,1,green
14250,7,111,1904.05,5,4,4,544,13,Platinum,2,blue
14251,1,78,2879.7,5,4,5,545,14,Diamond,2,blue
14256,260,53,969.06,1,3,4,134,8,Silver,0,red
14257,64,106,3099.72,3,4,5,345,12,Platinum,0,red
14258,9,111,12669.98,5,4,5,545,14,Diamond,2,blue
14259,141,5,120,2,1,1,211,4,Basic,1,green
14261,50,52,1163.45,3,3,4,334,10,Gold,0,red
14262,8,143,2618.23,5,5,5,555,15,Diamond,2,blue
14264,154,17,333.97,2,2,2,222,6,Silver,1,green
14267,162,55,1516.24,2,3,4,234,9,Gold,0,red
14270,331,29,492.65,1,2,3,123,6,Silver,1,green
14271,225,10,112.32,1,1,1,111,3,Basic,1,green
14272,73,33,437.96,2,3,2,232,7,Silver,0,red
14273,51,29,559.97,3,2,3,323,8,Silver,0,red
14276,98,64,1119.74,2,4,4,244,10,Gold,0,red
14280,196,8,134.04,1,1,1,111,3,Basic,1,green
14282,3,156,3729.34,5,5,5,555,15,Diamond,2,blue
14284,30,32,595.25,4,3,3,433,10,Gold,0,red
14285,21,27,1910.01,4,2,4,424,10,Gold,0,red
14286,23,280,4628.75,4,5,5,455,14,Diamond,2,blue
14287,8,9,176.63,5,1,1,511,7,Silver,1,green
14288,213,16,426.6,1,2,2,122,5,Basic,1,green
14289,8,47,911.26,5,3,4,534,12,Platinum,0,red
14290,11,101,2314.65,5,4,5,545,14,Diamond,2,blue
14291,1,237,3883.25,5,5,5,555,15,Diamond,2,blue
14292,7,100,4871.93,5,4,5,545,14,Diamond,2,blue
14293,3,61,1046.56,5,4,4,544,13,Platinum,2,blue
14295,40,5,166.2,3,1,1,311,5,Basic,1,green
14297,17,62,1305.33,4,4,4,444,12,Platinum,0,red
14298,8,1637,51527.3,5,5,5,555,15,Diamond,2,blue
14299,8,143,3965.62,5,5,5,555,15,Diamond,2,blue
14300,18,3,43.2,4,1,1,411,6,Silver,1,green
14301,117,13,640.14,2,1,3,213,6,Silver,1,green
14304,222,17,383.45,1,2,2,122,5,Basic,1,green
14305,71,105,1858.96,3,4,4,344,11,Platinum,0,red
14306,51,33,2093.32,3,3,5,335,11,Platinum,0,red
14307,88,180,2995.72,2,5,5,255,12,Platinum,0,red
14309,8,117,2352.53,5,4,5,545,14,Diamond,2,blue
14311,242,20,310.26,1,2,2,122,5,Basic,1,green
14312,46,87,1611.59,3,4,4,344,11,Platinum,0,red
14314,106,8,120,2,1,1,211,4,Basic,1,green
14315,44,101,2481.13,3,4,5,345,12,Platinum,0,red
14317,64,24,508.58,3,2,3,323,8,Silver,0,red
14320,206,31,477.79,1,3,3,133,7,Silver,1,green
14321,10,123,1530.75,5,5,4,554,14,Diamond,2,blue
14323,114,36,605.06,2,3,3,233,8,Silver,0,red
14326,242,8,183.85,1,1,1,111,3,Basic,1,green
14327,163,12,311.65,2,1,2,212,5,Basic,1,green
14329,17,259,5014.84,4,5,5,455,14,Diamond,2,blue
14331,124,28,462.66,2,2,2,222,6,Silver,1,green
14332,22,26,866.31,4,2,3,423,9,Gold,0,red
14333,67,15,415.2,3,2,2,322,7,Silver,1,green
14334,16,162,2552.21,4,5,5,455,14,Diamond,2,blue
14336,16,90,1614.91,4,4,4,444,12,Platinum,2,blue
14338,161,31,588.22,2,3,3,233,8,Silver,0,red
14339,242,14,309.52,1,2,2,122,5,Basic,1,green
14340,218,6,134.7,1,1,1,111,3,Basic,1,green
14341,45,129,2182.28,3,5,5,355,13,Platinum,0,red
14342,21,21,668.56,4,2,3,423,9,Gold,0,red
14344,127,71,889.93,2,4,3,243,9,Gold,0,red
14345,38,6,108.98,3,1,1,311,5,Basic,1,green
14346,120,60,1021.58,2,4,4,244,10,Gold,0,red
14348,260,18,409.57,1,2,2,122,5,Basic,1,green
14349,10,31,133.5,5,3,1,531,9,Gold,0,red
14350,274,18,282.93,1,2,2,122,5,Basic,1,green
14351,164,1,51,2,1,1,211,4,Basic,1,green
14352,157,47,1078.96,2,3,4,234,9,Gold,0,red
14353,215,6,90.6,1,1,1,111,3,Basic,1,green
14354,5,9,163.62,5,1,1,511,7,Silver,1,green
14355,365,11,174.4,1,1,1,111,3,Basic,1,green
14356,79,33,701.23,2,3,3,233,8,Silver,0,red
14357,43,41,225.77,3,3,1,331,7,Silver,0,red
14359,19,55,912.18,4,3,4,434,11,Platinum,0,red
14360,31,118,2128.23,4,4,5,445,13,Platinum,0,red
14362,22,41,161.2,4,3,1,431,8,Silver,0,red
14364,108,69,3717.35,2,4,5,245,11,Platinum,0,red
14367,8,524,9261.52,5,5,5,555,15,Diamond,2,blue
14368,319,8,155,1,1,1,111,3,Basic,1,green
14371,295,4,100.5,1,1,1,111,3,Basic,1,green
14373,358,4,76.55,1,1,1,111,3,Basic,1,green
14375,185,75,257.68,1,4,2,142,7,Silver,0,red
14377,191,11,617.05,1,1,3,113,5,Basic,1,green
14379,44,46,348.1,3,3,2,332,8,Silver,0,red
14381,52,56,202.68,3,3,1,331,7,Silver,0,red
14382,26,131,626.07,4,5,3,453,12,Platinum,0,red
14383,38,59,1247.69,3,4,4,344,11,Platinum,0,red
14385,9,14,202.11,5,2,1,521,8,Silver,1,green
14386,296,7,142.4,1,1,1,111,3,Basic,1,green
14387,32,140,1770.56,4,5,4,454,13,Platinum,0,red
14388,10,186,3212.84,5,5,5,555,15,Diamond,2,blue
14389,65,45,1043.46,3,3,4,334,10,Gold,0,red
14390,10,286,4652.82,5,5,5,555,15,Diamond,2,blue
14393,218,5,67.95,1,1,1,111,3,Basic,1,green
14395,2,350,3507.71,5,5,5,555,15,Diamond,2,blue
14396,65,73,487.99,3,4,3,343,10,Gold,0,red
14397,2,87,2612.96,5,4,5,545,14,Diamond,2,blue
14400,149,25,574.7,2,2,3,223,7,Silver,1,green
14401,4,182,4051.48,5,5,5,555,15,Diamond,2,blue
14403,130,20,1475.81,2,2,4,224,8,Silver,0,red
14404,33,103,1474.32,3,4,4,344,11,Platinum,0,red
14406,119,8,156.75,2,1,1,211,4,Basic,1,green
14407,107,73,2157.73,2,4,5,245,11,Platinum,0,red
14408,10,107,2606.53,5,4,5,545,14,Diamond,2,blue
14409,71,54,2059.45,3,3,5,335,11,Platinum,0,red
14410,92,194,1105.07,2,5,4,254,11,Platinum,0,red
14411,310,14,1063,1,2,4,124,7,Silver,1,green
14412,42,43,770.03,3,3,3,333,9,Gold,0,red
14413,362,23,122.7,1,2,1,121,4,Basic,1,green
14414,91,97,1496.98,2,4,4,244,10,Gold,0,red
14415,1,590,5900.28,5,5,5,555,15,Diamond,2,blue
14416,22,14,490.22,4,2,3,423,9,Gold,0,red
14418,3,124,1937.25,5,5,4,554,14,Diamond,2,blue
14419,10,206,1058.06,5,5,4,554,14,Diamond,2,blue
14420,99,29,387.52,2,2,2,222,6,Silver,1,green
14421,57,27,813.11,3,2,3,323,8,Silver,0,red
14422,1,222,4263.64,5,5,5,555,15,Diamond,2,blue
14423,218,3,265.2,1,1,2,112,4,Basic,1,green
14424,17,1,322.08,4,1,2,412,7,Silver,1,green
14426,23,224,4481.67,4,5,5,455,14,Diamond,2,blue
14427,50,17,363.34,3,2,2,322,7,Silver,1,green
14428,7,144,1244.83,5,5,4,554,14,Diamond,2,blue
14431,302,17,470.36,1,2,3,123,6,Silver,1,green
14432,9,382,2255.51,5,5,5,555,15,Diamond,2,blue
14434,21,12,1372.8,4,1,4,414,9,Gold,0,red
14436,98,9,89.06,2,1,1,211,4,Basic,1,green
14437,365,5,63,1,1,1,111,3,Basic,1,green
14438,306,9,131.9,1,1,1,111,3,Basic,1,green
14440,8,55,2357.68,5,3,5,535,13,Platinum,2,blue
14441,1,51,1712.89,5,3,4,534,12,Platinum,2,blue
14443,53,93,1420.2,3,4,4,344,11,Platinum,0,red
14446,1,293,1039.58,5,5,4,554,14,Diamond,2,blue
14447,18,70,1163.23,4,4,4,444,12,Platinum,0,red
14448,9,20,375.35,5,2,2,522,9,Gold,0,red
14449,18,258,907.1,4,5,4,454,13,Platinum,2,blue
14450,180,40,483.25,1,3,3,133,7,Silver,0,red
14451,60,109,662.59,3,4,3,343,10,Gold,0,red
14452,10,62,264.44,5,4,2,542,11,Platinum,0,red
14453,190,22,119.93,1,2,1,121,4,Basic,1,green
14456,5,970,3062.4,5,5,5,555,15,Diamond,2,blue
14457,310,4,113.64,1,1,1,111,3,Basic,1,green
14459,155,37,1837.92,2,3,4,234,9,Gold,0,red
14460,110,16,434.34,2,2,2,222,6,Silver,1,green
14461,148,180,2103.06,2,5,5,255,12,Platinum,0,red
14462,66,240,2004.02,3,5,5,355,13,Platinum,0,red
14463,98,6,529.62,2,1,3,213,6,Silver,1,green
14465,246,130,1058.62,1,5,4,154,10,Gold,0,red
14466,29,72,2272.4,4,4,5,445,13,Platinum,0,red
14467,17,90,598.76,4,4,3,443,11,Platinum,0,red
14470,11,43,461.19,5,3,2,532,10,Gold,0,red
14472,103,281,1936.84,2,5,4,254,11,Platinum,0,red
14473,74,7,234.34,2,1,1,211,4,Basic,1,green
14474,46,29,547.66,3,2,3,323,8,Silver,0,red
14475,71,42,925.85,3,3,4,334,10,Gold,0,red
14476,257,19,215.7,1,2,1,121,4,Basic,1,green
14477,19,10,1309.6,4,1,4,414,9,Gold,0,red
14479,253,18,316.25,1,2,2,122,5,Basic,1,green
14480,11,13,279.05,5,1,2,512,8,Silver,1,green
14481,164,30,636.51,2,3,3,233,8,Silver,0,red
14482,18,144,2068.15,4,5,5,455,14,Diamond,2,blue
14483,281,9,137.1,1,1,1,111,3,Basic,1,green
14484,50,14,321.92,3,2,2,322,7,Silver,1,green
14485,38,47,165.75,3,3,1,331,7,Silver,0,red
14487,26,144,1196.33,4,5,4,454,13,Platinum,0,red
14488,67,46,1064.28,3,3,4,334,10,Gold,0,red
14489,207,30,463.38,1,3,2,132,6,Silver,1,green
14491,175,17,340.93,2,2,2,222,6,Silver,1,green
14493,7,120,2383.24,5,4,5,545,14,Diamond,2,blue
14494,25,7,139.56,4,1,1,411,6,Silver,1,green
14495,50,6,123.8,3,1,1,311,5,Basic,1,green
14496,311,19,538.81,1,2,3,123,6,Silver,1,green
14497,309,29,475.37,1,2,3,123,6,Silver,1,green
14498,42,193,1957.32,3,5,4,354,12,Platinum,0,red
14499,26,194,815.32,4,5,3,453,12,Platinum,0,red
14500,88,7,356.85,2,1,2,212,5,Basic,1,green
14501,183,10,251.21,1,1,2,112,4,Basic,1,green
14502,19,624,2470.67,4,5,5,455,14,Diamond,2,blue
14503,3,164,3543.26,5,5,5,555,15,Diamond,2,blue
14504,47,107,673.26,3,4,3,343,10,Gold,0,red
14505,17,799,5905.64,4,5,5,455,14,Diamond,2,blue
14506,17,316,2012.17,4,5,5,455,14,Diamond,2,blue
14507,23,96,1383.18,4,4,4,444,12,Platinum,0,red
14508,22,57,276.42,4,3,2,432,9,Gold,0,red
14511,11,68,1314.81,5,4,4,544,13,Platinum,2,blue
14512,187,23,275.28,1,2,2,122,5,Basic,1,green
14513,100,12,455.59,2,1,2,212,5,Basic,1,green
14514,61,73,1055.35,3,4,4,344,11,Platinum,0,red
14515,17,101,2102.09,4,4,5,445,13,Platinum,2,blue
14517,33,18,330.45,3,2,2,322,7,Silver,1,green
14518,64,16,174.37,3,2,1,321,6,Silver,1,green
14520,1,4,270.6,5,1,2,512,8,Silver,1,green
14522,24,17,974.54,4,2,4,424,10,Gold,0,red
14523,108,12,241.09,2,1,1,211,4,Basic,1,green
14524,31,203,1867.68,4,5,4,454,13,Platinum,2,blue
14525,19,291,4332.2,4,5,5,455,14,Diamond,2,blue
14527,2,972,8508.82,5,5,5,555,15,Diamond,2,blue
14528,37,18,364.22,3,2,2,322,7,Silver,1,green
14529,60,229,620.04,3,5,3,353,11,Platinum,0,red
14530,25,216,2925.91,4,5,5,455,14,Diamond,2,blue
14532,236,64,932.85,1,4,4,144,9,Gold,0,red
14533,24,62,1949.72,4,4,4,444,12,Platinum,0,red
14534,2,519,4447.05,5,5,5,555,15,Diamond,2,blue
14535,60,330,2864.19,3,5,5,355,13,Platinum,2,blue
14536,259,19,171.8,1,2,1,121,4,Basic,1,green
14537,57,10,355.56,3,1,2,312,6,Silver,1,green
14538,64,19,388.25,3,2,2,322,7,Silver,1,green
14539,15,32,537.48,4,3,3,433,10,Gold,0,red
14540,9,76,996.26,5,4,4,544,13,Platinum,2,blue
14541,58,111,1461.65,3,4,4,344,11,Platinum,0,red
14542,185,5,103.25,1,1,1,111,3,Basic,1,green
14543,28,72,3630.33,4,4,5,445,13,Platinum,2,blue
14544,24,114,2024.45,4,4,5,445,13,Platinum,0,red
14546,5,399,2578.09,5,5,5,555,15,Diamond,2,blue
14547,3,366,4007.54,5,5,5,555,15,Diamond,2,blue
14548,150,4,652.8,2,1,3,213,6,Silver,1,green
14549,311,56,289.24,1,3,2,132,6,Silver,1,green
14550,10,48,765.62,5,3,3,533,11,Platinum,0,red
14551,18,10,186.23,4,1,1,411,6,Silver,1,green
14552,151,58,165.07,2,3,1,231,6,Silver,1,green
14553,19,113,859.27,4,4,3,443,11,Platinum,0,red
14554,10,216,2381.04,5,5,5,555,15,Diamond,2,blue
14555,57,21,324.14,3,2,2,322,7,Silver,1,green
14557,85,16,788.38,2,2,3,223,7,Silver,0,red
14560,7,74,2237.77,5,4,5,545,14,Diamond,2,blue
14561,75,69,1080.76,2,4,4,244,10,Gold,0,red
14562,3,423,5074.77,5,5,5,555,15,Diamond,2,blue
14565,95,127,3099.12,2,5,5,255,12,Platinum,0,red
14567,56,33,1530.36,3,3,4,334,10,Gold,0,red
14569,1,12,227.39,5,1,1,511,7,Silver,0,red
14570,280,29,218.06,1,2,1,121,4,Basic,1,green
14572,3,270,2832.84,5,5,5,555,15,Diamond,2,blue
14573,179,235,1653.42,1,5,4,154,10,Gold,0,red
14576,372,1,35.4,1,1,1,111,3,Basic,1,green
14577,12,123,859.71,5,5,3,553,13,Platinum,0,red
14578,3,24,168.63,5,2,1,521,8,Silver,0,red
14581,16,17,138.6,4,2,1,421,7,Silver,1,green
14582,40,6,114.11,3,1,1,311,5,Basic,1,green
14583,5,330,1052.55,5,5,4,554,14,Diamond,2,blue
14584,169,100,1042.26,2,4,4,244,10,Gold,0,red
14585,50,29,157.05,3,2,1,321,6,Silver,1,green
14586,276,19,237.36,1,2,1,121,4,Basic,1,green
14587,18,383,1601.14,4,5,4,454,13,Platinum,2,blue
14589,371,3,39.75,1,1,1,111,3,Basic,1,green
14591,15,197,1447.14,4,5,4,454,13,Platinum,2,blue
14592,35,164,570.46,3,5,3,353,11,Platinum,0,red
14593,21,152,617.99,4,5,3,453,12,Platinum,0,red
14594,7,53,379.83,5,3,2,532,10,Gold,0,red
14595,19,102,1740.6,4,4,4,444,12,Platinum,2,blue
14597,11,55,883.15,5,3,3,533,11,Platinum,0,red
14598,44,50,221.97,3,3,1,331,7,Silver,0,red
14600,305,25,393.33,1,2,2,122,5,Basic,1,green
14601,10,7,213.96,5,1,1,511,7,Silver,1,green
14603,274,2,660,1,1,3,113,5,Basic,1,green
14606,1,2700,12156.65,5,5,5,555,15,Diamond,2,blue
14607,15,86,16569.5,4,4,5,445,13,Platinum,2,blue
14608,4,20,1785.15,5,2,4,524,11,Platinum,2,blue
14609,72,4,601.56,2,1,3,213,6,Silver,1,green
14616,242,3,406.08,1,1,2,112,4,Basic,1,green
14618,9,16,553.44,5,2,3,523,10,Gold,0,red
14619,245,20,394.44,1,2,2,122,5,Basic,1,green
14620,205,26,412.78,1,2,2,122,5,Basic,1,green
14621,1,92,1788.36,5,4,4,544,13,Platinum,2,blue
14622,184,21,320.58,1,2,2,122,5,Basic,1,green
14623,32,134,889.25,4,5,3,453,12,Platinum,0,red
14624,57,13,225.85,3,1,1,311,5,Basic,1,green
14625,196,53,899.63,1,3,4,134,8,Silver,0,red
14626,23,122,2791.27,4,5,5,455,14,Diamond,2,blue
14628,91,24,671.96,2,2,3,223,7,Silver,0,red
14629,4,152,959.01,5,5,4,554,14,Diamond,2,blue
14631,50,41,1006.98,3,3,4,334,10,Gold,0,red
14632,262,8,114.56,1,1,1,111,3,Basic,1,green
14633,266,20,344.9,1,2,2,122,5,Basic,1,green
14636,36,28,609.85,3,2,3,323,8,Silver,0,red
14638,50,16,443.6,3,2,2,322,7,Silver,1,green
14639,52,172,2984.49,3,5,5,355,13,Platinum,0,red
14640,24,106,2125.08,4,4,5,445,13,Platinum,0,red
14641,21,7,110.46,4,1,1,411,6,Silver,1,green
14642,58,2,96.12,3,1,1,311,5,Basic,1,green
14643,170,31,693.81,2,3,3,233,8,Silver,0,red
14644,67,26,830.76,3,2,3,323,8,Silver,0,red
14645,156,30,597.09,2,3,3,233,8,Silver,0,red
14647,201,30,243.22,1,3,2,132,6,Silver,1,green
14649,4,199,1417.29,5,5,4,554,14,Diamond,2,blue
14651,67,102,654.6,3,4,3,343,10,Gold,0,red
14652,77,29,114.18,2,2,1,221,5,Basic,1,green
14653,1,237,1947.55,5,5,4,554,14,Diamond,2,blue
14655,8,49,1932.23,5,3,4,534,12,Platinum,2,blue
14656,169,80,291.05,2,4,2,242,8,Silver,0,red
14657,17,126,848.22,4,5,3,453,12,Platinum,0,red
14658,5,29,247.15,5,2,2,522,9,Gold,0,red
14659,8,253,2529.93,5,5,5,555,15,Diamond,2,blue
14660,86,30,285.74,2,3,2,232,7,Silver,1,green
14661,26,4,107.95,4,1,1,411,6,Silver,1,green
14662,28,168,771.17,4,5,3,453,12,Platinum,0,red
14664,19,99,637.89,4,4,3,443,11,Platinum,0,red
14665,60,90,1835.7,3,4,4,344,11,Platinum,0,red
14666,24,14,195.25,4,2,1,421,7,Silver,1,green
14667,10,573,9241.2,5,5,5,555,15,Diamond,2,blue
14669,241,170,1269.99,1,5,4,154,10,Gold,0,red
14670,280,132,411.53,1,5,2,152,8,Silver,0,red
14672,234,61,765.55,1,4,3,143,8,Silver,0,red
14673,3,74,1736.4,5,4,4,544,13,Platinum,2,blue
14675,16,102,604.75,4,4,3,443,11,Platinum,0,red
14676,31,42,2548.24,4,3,5,435,12,Platinum,0,red
14680,25,258,28754.11,4,5,5,455,14,Diamond,2,blue
14681,71,7,498.95,3,1,3,313,7,Silver,1,green
14682,187,2,52,1,1,1,111,3,Basic,1,green
14684,25,421,1236.28,4,5,4,454,13,Platinum,2,blue
14687,106,15,628.38,2,2,3,223,7,Silver,1,green
14688,7,327,5630.87,5,5,5,555,15,Diamond,2,blue
14689,208,13,112.8,1,1,1,111,3,Basic,1,green
14690,44,50,371.7,3,3,2,332,8,Silver,0,red
14691,30,71,2114.33,4,4,5,445,13,Platinum,0,red
14692,137,68,591.55,2,4,3,243,9,Gold,0,red
14693,264,8,172.9,1,1,1,111,3,Basic,1,green
14696,4,130,2078.95,5,5,5,555,15,Diamond,2,blue
14697,218,22,188.61,1,2,1,121,4,Basic,1,green
14698,1,210,1250.76,5,5,4,554,14,Diamond,2,blue
14699,214,8,109.13,1,1,1,111,3,Basic,1,green
14700,32,115,2235.3,4,4,5,445,13,Platinum,0,red
14701,10,335,2549.37,5,5,5,555,15,Diamond,2,blue
14702,1,347,3292.14,5,5,5,555,15,Diamond,2,blue
14703,14,22,318.17,4,2,2,422,8,Silver,0,red
14704,11,415,1546.91,5,5,4,554,14,Diamond,2,blue
14705,198,1,179,1,1,1,111,3,Basic,1,green
14708,2,28,1126.37,5,2,4,524,11,Platinum,2,blue
14709,15,196,4921.04,4,5,5,455,14,Diamond,2,blue
14710,14,139,606.13,4,5,3,453,12,Platinum,0,red
14711,10,357,2868.8,5,5,5,555,15,Diamond,2,blue
14712,29,25,917.07,4,2,4,424,10,Gold,0,red
14713,9,339,2666.36,5,5,5,555,15,Diamond,2,blue
14714,24,10,160.19,4,1,1,411,6,Silver,1,green
14715,24,71,867.38,4,4,3,443,11,Platinum,0,red
14716,43,55,329.68,3,3,2,332,8,Silver,0,red
14719,1,237,1602.13,5,5,4,554,14,Diamond,2,blue
14720,5,37,663.81,5,3,3,533,11,Platinum,0,red
14722,147,29,187.92,2,2,1,221,5,Basic,1,green
14723,10,278,1158.3,5,5,4,554,14,Diamond,2,blue
14725,24,52,718.08,4,3,3,433,10,Gold,0,red
14727,274,10,268.58,1,1,2,112,4,Basic,1,green
14729,373,71,313.49,1,4,2,142,7,Silver,1,green
14730,1,501,2005.06,5,5,5,555,15,Diamond,2,blue
14731,47,45,380.02,3,3,2,332,8,Silver,0,red
14732,8,147,2702.49,5,5,5,555,15,Diamond,2,blue
14733,16,202,9585.91,4,5,5,455,14,Diamond,2,blue
14735,3,194,6065.69,5,5,5,555,15,Diamond,2,blue
14737,3,17,1164.55,5,2,4,524,11,Platinum,2,blue
14738,42,54,1314.45,3,3,4,334,10,Gold,0,red
14739,4,60,3902.28,5,4,5,545,14,Diamond,2,blue
14740,197,89,1448.21,1,4,4,144,9,Gold,0,red
14741,11,59,1400.34,5,4,4,544,13,Platinum,0,red
14744,16,26,1099.98,4,2,4,424,10,Gold,0,red
14745,112,69,1220.26,2,4,4,244,10,Gold,0,red
14747,249,18,328.2,1,2,2,122,5,Basic,1,green
14748,29,89,1415.75,4,4,4,444,12,Platinum,0,red
14752,43,5,389.64,3,1,2,312,6,Silver,1,green
14753,87,30,563.15,2,3,3,233,8,Silver,0,red
14754,44,41,638.05,3,3,3,333,9,Gold,0,red
14755,9,235,5010.28,5,5,5,555,15,Diamond,2,blue
14756,15,38,738.96,4,3,3,433,10,Gold,0,red
14757,75,19,420.5,2,2,2,222,6,Silver,1,green
14758,144,71,1484.06,2,4,4,244,10,Gold,0,red
14759,4,102,1625.97,5,4,4,544,13,Platinum,2,blue
14760,297,5,89.2,1,1,1,111,3,Basic,1,green
14761,58,11,255.9,3,1,2,312,6,Silver,1,green
14762,263,21,300.52,1,2,2,122,5,Basic,1,green
14764,46,6,278.3,3,1,2,312,6,Silver,1,green
14765,29,39,254.11,4,3,2,432,9,Gold,0,red
14766,8,135,2473.37,5,5,5,555,15,Diamond,2,blue
14768,17,5,192.6,4,1,1,411,6,Silver,1,green
14769,2,1090,10674.75,5,5,5,555,15,Diamond,2,blue
14770,232,52,876.42,1,3,3,133,7,Silver,0,red
14772,112,9,139.26,2,1,1,211,4,Basic,1,green
14775,58,60,1011.9,3,4,4,344,11,Platinum,0,red
14776,51,117,2538.3,3,4,5,345,12,Platinum,0,red
14778,127,35,730.86,2,3,3,233,8,Silver,0,red
14779,280,41,386.15,1,3,2,132,6,Silver,1,green
14780,54,27,447.68,3,2,2,322,7,Silver,0,red
